"","temp","dewp","slp","wdsp","NUM_CRIMES"
"1328",75.1,66.6,1012.3,9.2,748
"1329",71.7,66,1009.5,8.3,722
"1330",69.4,54.1,1018.2,8.9,850
"1331",69.9,51.6,1019.5,5.5,728
"1332",68.4,55.6,1015.7,8.5,790
"1333",70.9,65.6,1012.3,8.1,837
"1334",80.8,72.4,1014.2,4.5,792
"1335",85.4,70.9,1012.1,13.1,825
"1336",82.2,70.6,1011,13.1,802
"1337",71.6,65.3,1014.5,7,751
"1338",67.7,56.6,1022,7.2,821
"1339",69.9,59,1018.9,4.9,833
"1341",79.8,69.3,1016.4,7.3,832
"1342",77.1,69.4,1020,5.7,776
"1343",79.3,69.5,1020.9,6.5,820
"1344",82.5,68.1,1017.9,9.2,717
"1345",68.5,63,1024,12.2,741
"1346",67.1,58.8,1023.8,10.8,730
"1347",66.7,52.3,1021.7,14,790
"1348",64.3,51.8,1018.1,14.4,665
"1349",64.9,55.2,1016.1,8.4,716
"1350",66.9,56.5,1019.5,2.7,692
"1351",70.8,56.9,1021,5.3,714
"1352",69,56.6,1021.6,4.1,687
"1353",73.1,60.2,1020.1,3.6,869
"1354",73.5,61.3,1020.9,5,809
"1355",76.1,65.3,1018.7,6.2,819
"1356",79,64.3,1013.5,3.6,786
"1357",73.3,63.9,1013.3,5.6,737
"1358",69.5,62.1,1016,8.7,762
"1359",75.3,67.1,1013.1,5,829
"1360",79,60.7,1010.6,13.8,825
"1361",58.6,42.8,1024.9,11.1,799
"1362",59.7,48.7,1021.7,3.5,735
"1363",65,57.3,1017.9,5.9,796
"1364",72.9,64.5,1011.3,6.7,751
"1365",60.9,49.2,1017.1,9.5,752
"1366",58.7,43.3,1018,5.9,708
"1367",58.3,44.5,1017.1,5.7,793
"1368",50.4,38.7,1026.4,4.7,732
"1369",56.6,49.4,1023,5.7,741
"1370",60.8,55.7,1021.2,7.1,918
"1371",62.1,57.8,1017.5,5.5,717
"1372",69.7,60.3,1012.7,8.7,676
"1373",65.9,53.6,1015.1,15.2,698
"1374",57.3,51.2,1017.4,8.2,654
"1375",63.6,61,1014.7,5.9,726
"1376",57.9,53.4,1021.3,10.2,718
"1377",69.4,63.5,1017.5,7.4,743
"1378",76.3,65.2,1015,8.1,746
"1379",72.8,64.7,1007,9.6,724
"1380",50.3,38.1,1011.1,14.4,679
"1381",40.5,30.9,1016.1,6.4,707
"1382",40.9,33.3,1015.6,6.9,744
"1383",46.4,38.4,1016.7,4.2,702
"1384",43.8,34.4,1019.7,10.7,705
"1385",43.4,29.2,1021.6,9.7,667
"1386",47.7,30.9,1022.1,10,690
"1387",45,26.5,1031.8,4.5,725
"1388",49.4,35.3,1021.1,9.6,766
"1389",47.6,37,1012.2,12.6,806
"1390",37.4,20.4,1026.1,8.2,644
"1391",48,29.2,1018,6.7,716
"1392",49.2,32,1022.2,7,736
"1393",43.7,35.3,1029.2,3.5,805
"1394",43.9,34.3,1023.4,3.5,721
"1395",48.4,38.1,1012.6,7,830
"1396",49.1,40.1,1010.6,5.8,788
"1397",47.2,42.5,1008.2,8.6,717
"1398",46.9,38.7,1016.2,6.2,723
"1399",51.5,42.9,1013.9,6.1,766
"1400",53.5,46,1012.6,6.8,885
"1401",50.5,37.3,1011.6,9.6,939
"1402",44.1,34.9,1010.3,8,786
"1403",42.2,31.8,1017.4,5,784
"1404",48,41.8,1018.7,11.9,685
"1405",48.1,42.1,1011.3,10.4,706
"1406",47.7,43.2,1004.4,11.9,763
"1407",38.3,27.9,1017.9,14.7,685
"1408",35.2,24.2,1027.4,5.9,676
"1409",34.1,27,1022.3,6.9,718
"1410",25,12.9,1025.6,11.7,651
"1411",32.5,19.8,1025.3,7.5,648
"1412",33,23.5,1026.4,6.2,687
"1413",24.6,11.5,1029.5,9.8,609
"1414",24.7,12.8,1034.1,4.6,639
"1415",31,25.9,1024.3,3.2,692
"1416",34.1,28.7,1013,8.8,733
"1417",33.8,29.8,1023.4,5.6,670
"1418",32.8,24.7,1025.4,6.6,630
"1419",27.7,22.2,1019.8,5.9,639
"1420",31.4,21.9,1021.7,9.1,699
"1421",32.2,23.1,1023.7,10.6,741
"1422",34.1,24.1,1028.5,8.1,542
"1423",39.7,32.5,1017.5,9.5,750
"1424",44.9,40.8,1002.6,10.4,697
"1425",38.4,34,1008.7,8.6,574
"1426",30.1,26.7,1008.5,19.5,561
"1427",23.6,16.7,1015.4,7.6,637
"1428",21.7,15.1,1017.9,4.6,715
"1429",29.9,23.6,1013.7,5.3,675
"1430",33.8,27.8,1015,3.5,752
"1431",37.7,34.7,1011.1,10.5,818
"1432",41.4,38.6,994.3,7.1,711
"1433",34.4,29.4,1011.7,11.3,771
"1434",30.5,22.1,1022.9,7.9,724
"1435",28.3,19.5,1020.5,8.4,712
"1436",30.7,21.7,1022,9.3,719
"1437",20.7,11.2,1032.1,6.6,747
"1438",24.3,13.2,1035.7,3.6,739
"1439",24.3,17,1030.9,2.9,691
"1440",23.2,17.9,1025.8,5,718
"1441",29.6,23.7,1018.9,7.6,671
"1442",33.9,27.7,1011.5,9.6,759
"1443",32.6,26.4,1017.1,3.9,712
"1444",38.8,38.2,1021.2,5.9,793
"1445",35.2,31.4,1021.9,6.5,744
"1446",35.1,30.4,1019.8,5.4,751
"1447",36.6,24.7,1021,7.7,712
"1448",32.9,23.4,1023.1,4.6,717
"1449",39.1,30.3,1013.1,8.9,740
"1450",43.7,40.2,1005.8,6.3,788
"1451",34.9,31.8,1004,12.4,802
"1452",29.9,24.1,1011.8,6.7,760
"1453",32.8,26.1,1017.8,7,637
"1454",28.8,17.8,1022.6,8.4,610
"1456",34.4,28.7,1029.2,1.7,630
"1457",42,35.6,1016.8,13,628
"1458",41.9,38.2,1005.8,13.5,725
"1459",28.8,26.1,1023.3,6.3,696
"1460",25.5,19.1,1019.6,10,671
"1461",34.3,31.6,1012.5,7.2,648
"1463",27.6,24.5,1022.2,5.6,655
"1464",29.2,22.9,1016.8,9.9,752
"1465",37,28.1,1010.1,9.1,769
"1466",38.9,32,1008.9,6.3,792
"1467",37.9,31.7,1020.8,8.4,664
"1468",43.6,38.7,1013.7,14.2,676
"1469",41.4,35.4,1008.4,10.9,701
"1470",23.2,11.6,1021.3,14.2,631
"1471",17.9,8.7,1029.8,6.1,686
"1472",23.4,17.4,1028.9,2.9,784
"1473",30.2,23.8,1027,7.3,673
"1474",29.7,24,1028.4,13.2,573
"1475",25.4,20.4,1028.5,6.6,635
"1476",25.5,21.8,1023,9.2,696
"1477",31.2,24.9,1021.7,8.9,700
"1478",30.3,24,1021.1,5.3,653
"1479",29.7,23.5,1020.4,7.5,668
"1480",26.4,23.3,1018.8,16.3,521
"1482",9.4,0.2,1033.3,7.1,556
"1483",18.7,8.7,1025.3,10.2,626
"1484",29.5,27.9,1009.8,7.3,662
"1485",16.6,12.3,1011.3,7.4,607
"1486",1.3,-5.5,1022.3,11,586
"1487",2.1,-4.7,1022.8,4.8,532
"1488",3.8,-2.4,1019.5,5.6,524
"1489",18.4,12.9,1007.8,8.9,521
"1493",6.9,1.6,1027.5,3.2,774
"1494",25.6,21,1020.8,9,722
"1495",42.3,40.1,1011.3,9.7,596
"1496",47.3,44.2,1007,9.2,736
"1497",29.5,24.3,1017.7,8.8,653
"1498",32.8,31.4,1013.9,6.8,636
"1499",35.6,34,1010.5,8,670
"1500",11.4,2.5,1026.2,18.5,642
"1501",11.8,2.2,1044.1,5.7,756
"1502",23.4,15.9,1034.4,6.8,638
"1503",28,25.3,1021.5,8,626
"1504",32,29.3,1009.6,11.6,665
"1505",18.5,14.6,1012.9,14.7,643
"1506",36.1,27.2,1006.3,7.4,742
"1507",22.8,15.3,1009,12.1,741
"1508",18.6,11.4,1019.3,6.4,677
"1509",25.3,20.4,1014.9,10.3,618
"1510",25.1,20.6,1023.8,7.9,590
"1511",21.8,12.9,1035.6,3,612
"1512",31.1,25.9,1020.1,10.1,635
"1513",30.9,21.3,1017.9,12.1,696
"1514",28.6,19,1029,5.4,712
"1515",35.6,29,1019.1,8.9,647
"1516",37.4,30.7,1000.9,17.4,547
"1517",12.3,0.5,1026.3,13.3,597
"1518",16.9,8,1032.7,9.3,609
"1519",24.6,17.4,1023.8,8.7,649
"1520",18,8.1,1024.7,5.7,595
"1521",26.7,16,1022.4,4.8,755
"1522",29.1,21.4,1022.5,6.9,664
"1523",22.2,10.7,1024.1,9.7,551
"1524",5.2,-6.4,1023.8,12.4,544
"1525",11.9,0.4,1020.6,13.5,542
"1526",16.3,3.7,1026,10.7,629
"1527",22.7,10.7,1027,7.3,610
"1528",28,20.3,1023.3,4.1,718
"1529",33.5,27.4,1015.4,10.5,617
"1530",36.6,32.2,1008.5,16.5,612
"1531",32,19.2,1026.1,10,700
"1532",35.2,23.5,1027.4,6.4,627
"1533",44.9,36.8,1013.4,10.5,688
"1534",55.3,48.4,999.7,15.3,676
"1535",38,33,1006.7,14.3,735
"1536",34.4,21.4,1024.4,10.1,766
"1537",34.8,21.9,1024.7,5.8,612
"1538",35.4,23.7,1027.4,6.9,651
"1539",38.7,24,1028.6,7.1,644
"1540",41.7,33.2,1020.4,7.1,693
"1541",39.8,34.8,1014.6,9,689
"1542",40.2,29.8,1017,10.4,709
"1543",36.5,24.9,1025.6,3.9,690
"1544",45.5,31.8,1020.7,4.2,648
"1545",36,25.6,1023.9,17.5,639
"1546",34.9,13.9,1030.4,5.8,672
"1547",41.8,17.3,1026.5,7.7,698
"1548",53.2,38.7,1016.8,12.1,683
"1549",46.7,32,1017.9,7.2,675
"1550",39.7,32.1,1012.8,10.9,663
"1551",30.7,14.6,1024,11.1,636
"1552",35,20.2,1025.7,9.3,793
"1553",44.7,30.6,1016.7,13.2,657
"1554",45.5,28.4,1021.2,9.2,680
"1555",46,38.1,1026.6,7.8,663
"1556",43.5,39.2,1019.9,5.2,705
"1557",51.7,44.3,1019.3,3.8,743
"1558",56.3,49.4,1013.9,6.3,703
"1559",61.2,46.7,1009.9,6.9,744
"1560",59.8,36.2,1009.7,8.9,693
"1561",40.5,30.7,1014.9,14.5,659
"1562",42.2,34.2,1008.6,17,746
"1563",47.9,35.4,1004.5,13.2,780
"1564",42.4,24.9,1016.8,11,754
"1565",36.8,29.9,1013.7,14.8,536
"1566",37.8,28.5,1014.7,7.7,724
"1567",56,41.8,1013.5,8.8,708
"1568",55,46.1,1011.5,9,692
"1569",58.5,50.3,1002.3,11.2,628
"1570",44.9,34.2,1009.3,20.6,650
"1571",49.5,20.7,1010.3,16.3,730
"1572",58.3,25.3,1013.4,5.9,645
"1573",68.1,42,1015.5,10.7,736
"1574",59.1,48.8,1013.7,10.1,743
"1575",52.7,38.4,1016,4.9,702
"1576",56.7,37.4,1008.9,4.1,767
"1577",55.6,38,1007.6,13.5,762
"1578",42.4,29.9,1013,8.3,629
"1579",39.1,27.2,1020,11.1,606
"1580",45.1,38,1018.7,8.3,717
"1581",44.4,42.6,1021.8,7.9,729
"1582",50,47.3,1014.7,8.9,815
"1583",44.3,42.4,1018.9,8,698
"1584",47.5,40.2,1018.9,10.2,791
"1585",49.5,38.1,1016.5,5.9,699
"1586",58.3,40.8,1012,5,779
"1587",59.3,47.7,1013.8,7.2,792
"1588",46.4,40,1022.1,12,700
"1589",50.1,38.7,1019.5,11.5,759
"1590",61.3,55.5,1007.2,9.8,737
"1591",49.6,38.2,1017.6,8.8,798
"1592",47.6,36.5,1020.2,6.4,696
"1593",46.2,37.5,1012.6,10.1,631
"1594",49.7,37.7,1012.1,7.5,790
"1595",54.3,37.1,1016.2,3.7,720
"1596",62.3,42.5,1014.3,4.6,764
"1597",66.3,54.8,1009.7,8.1,740
"1598",57.9,50,1009.6,9,775
"1599",55.7,47.4,1010.8,8,757
"1600",62.7,56.2,1003.6,10.7,774
"1601",53.3,43.1,1013.8,10.9,810
"1602",48.5,39.3,1019.6,10.5,728
"1603",61.4,50.1,1011.1,12.9,772
"1604",70.1,55.4,1013.7,12.1,772
"1605",62.3,51.8,1017.5,6.5,847
"1606",73.6,62.7,1012,9.4,875
"1607",70,57.6,1015.3,5.5,827
"1608",61.2,51.4,1015.3,6.1,746
"1609",64.5,60.1,1005.8,7.8,747
"1610",59.5,54.6,1007.6,7,738
"1611",66,57,1007.2,6.2,746
"1612",70.5,57.9,1009.9,6.5,831
"1613",71,60.3,1008,8.8,922
"1614",60.1,46.6,1011.9,7.3,734
"1615",57.8,38.2,1018.4,7.6,706
"1616",64.2,49.1,1015,8.4,772
"1617",74.4,63.8,1006.4,7.7,790
"1618",65.5,58.6,1011.2,6.4,741
"1619",66.2,57,1013.9,7.2,823
"1620",67,52.3,1015.1,8.6,888
"1621",68.8,57.7,1013.9,6.5,805
"1622",66.7,52.8,1016.8,11.4,798
"1623",68.8,43.8,1020.3,6.5,776
"1624",67.4,48.1,1013.2,8.3,715
"1625",57.9,47.6,1011.1,12.6,701
"1626",64.8,43.6,1014.9,10.9,806
"1627",66.5,56.9,1009,10,832
"1628",57,55,1009.4,7.1,721
"1629",59,52.6,1014.7,7.8,752
"1630",63.9,55.9,1014,3.7,716
"1631",66.6,56.3,1008.6,5.8,808
"1632",60,56.4,1005.4,11,733
"1633",62.8,48.8,1014.4,5.4,779
"1634",66.5,52.9,1015.8,8.8,825
"1635",73.1,62.8,1012.8,9.2,809
"1636",71.3,67.1,1003.6,7.6,810
"1637",72,59.1,1008.5,10.4,784
"1638",78.2,60.6,1014.8,5.4,798
"1639",77.2,65.5,1019.3,5.5,750
"1640",75.7,66,1019.2,8,847
"1641",78.4,66.9,1018.1,4.3,864
"1642",77.7,65.1,1016.6,4.7,804
"1643",77.1,67.5,1015,6.1,909
"1644",83.9,70,1011.7,7.4,769
"1645",77.6,68.7,1011.6,6.3,807
"1646",78.1,67.7,1013.1,7.1,799
"1647",81.4,69.1,1014.4,6.6,891
"1648",77.7,68.5,1015,8,816
"1649",70.2,58.1,1016.7,13,775
"1650",70.8,53.2,1017.3,7,833
"1651",74.2,57.5,1016,5.4,743
"1652",83.4,66.1,1012.2,8.9,837
"1653",77.5,61.6,1012,7.4,765
"1654",71.8,55.7,1014.5,5.2,788
"1655",81.9,63.2,1013.9,8,893
"1656",79.4,62.5,1018.1,7,790
"1657",81,65.1,1016.8,8.7,822
"1658",77.2,67.3,1013.2,6.9,755
"1659",80.5,70.7,1011.6,4.3,803
"1660",77.4,71.2,1010,7.7,760
"1661",85.5,75.7,1008.5,9.6,802
"1662",85,73.7,1009.9,11.2,827
"1663",73.6,66.4,1012.5,10,774
"1664",70.3,54.2,1016.3,12.6,790
"1665",69.9,54.3,1018.6,6.5,787
"1666",71.2,53.3,1020.3,4.6,745
"1667",73.3,51.3,1021.2,4,800
"1668",75.6,59,1021.3,7.3,816
"1669",79.7,62.4,1018.7,11.7,826
"1670",81.1,64.7,1016.6,10,832
"1671",77.3,67.1,1011.7,8.9,815
"1672",73.2,61.2,1014.3,6.1,777
"1673",68.6,55.6,1020.3,7.9,713
"1674",68.5,54.9,1021.6,6.2,918
"1675",72,57.1,1020.7,5.4,882
"1676",75.4,55.9,1018.4,3,869
"1677",78.7,61.5,1016.6,4.6,842
"1678",78.8,63.3,1014.4,5.4,809
"1679",76.1,63.5,1009.1,7.8,783
"1680",76.7,61.6,1009.7,5.3,779
"1681",79.1,59.6,1009.1,9.4,820
"1682",72.7,52,1013.1,5.8,796
"1683",74.2,55.9,1015.2,4.3,800
"1684",74.4,59.7,1015.4,7.2,802
"1685",76,69,1011.7,4,709
"1686",75.2,68.3,1009.5,5.3,762
"1687",71.9,64.8,1012.6,5.2,793
"1688",70.1,60.4,1014.9,8.5,813
"1689",71.8,60.1,1013.4,6.2,774
"1690",73.3,65.8,1011.5,4.2,811
"1691",73.5,67.1,1010,7.9,759
"1692",75.6,66,1014.1,3.5,787
"1693",74.3,69.8,1014.8,3.7,732
"1694",73.1,66.9,1013.8,4.7,722
"1695",71.4,60.1,1015.2,8.1,754
"1696",67.6,52.8,1020.6,9.2,781
"1697",66.8,52.5,1023.9,7.6,818
"1698",68.6,52.9,1020.1,7.5,766
"1699",70.2,63.1,1011,8.9,730
"1700",71.6,62.9,1008,8.8,732
"1701",68.2,52.1,1012.4,10.9,752
"1702",69.8,56.3,1013.1,9.8,773
"1703",69.6,52.7,1016.6,6.6,766
"1704",66.9,51.9,1023.8,7.6,775
"1705",66.9,60.3,1020.7,5.3,890
"1706",70,61.5,1018.4,4.7,777
"1707",72.3,65.1,1013.5,9.5,680
"1708",67.6,57,1016,8.5,683
"1709",63.9,52.2,1020.8,4.4,649
"1710",67.3,57.7,1013.8,9,772
"1711",66.3,55.9,1016.7,7.5,737
"1712",65.1,55.4,1018.4,7.7,720
"1713",66.5,58.5,1020.7,6.2,778
"1714",78,66.5,1017.3,9.4,720
"1715",80.5,70.4,1017.9,6.6,750
"1716",71.9,66.8,1017.5,7.3,784
"1717",72.7,65.4,1016,10.2,817
"1718",66.7,55.1,1021,7.1,764
"1719",70.6,62.7,1017.9,8.7,784
"1720",71.2,66.8,1018.2,5.2,806
"1721",69.3,63.2,1020.5,6,781
"1722",70.9,61,1019.3,6,756
"1723",72.2,58.8,1018,4.9,789
"1724",74.1,64.4,1018.6,3.5,816
"1725",75.1,67,1018.1,8.7,757
"1726",72.2,67.5,1013.4,10.4,656
"1727",66.7,57.7,1014.1,8.4,766
"1728",66.9,54.5,1014.5,8.2,757
"1729",70.3,55.9,1007.1,12.5,713
"1730",65.5,45.8,1012.1,8.5,709
"1731",63.3,49.2,1010.4,8.4,668
"1732",61.3,59.1,1016.3,11.2,700
"1733",60.9,57.9,1021.2,9.1,713
"1734",71.2,65.9,1016.5,5.9,753
"1735",78.6,67.3,1013,8.5,880
"1736",65.9,61.9,1011.8,10.4,730
"1737",60.7,56.3,1016,8.9,730
"1738",51.8,45.1,1026.5,9.5,715
"1739",54.6,46.3,1022,7.6,723
"1740",58.6,47.2,1016.6,8.9,670
"1741",58.6,43,1020.8,8.1,746
"1742",57.1,43.2,1022.6,2.4,712
"1743",59.8,44.3,1020.6,6.7,734
"1744",61.6,52.1,1017.5,7,647
"1745",59.7,55.2,1012.2,9.7,728
"1746",42.7,26.6,1015.4,12.9,733
"1747",45.4,31.9,1010.2,9.8,697
"1748",44.7,31.8,1016.6,7.1,686
"1749",50,40.6,1013.7,7,744
"1750",48.8,37,1011,14.1,741
"1751",46,36.4,1016.6,5.8,676
"1752",46.8,38.5,1017.2,4.8,704
"1753",53.4,40.4,1010.5,7.6,717
"1754",56.3,47.6,1010.2,5.3,720
"1755",56.2,50.9,1003,11.9,712
"1756",50,38.8,1001.3,15.5,660
"1757",47.5,33.7,1011.3,9,700
"1758",47.1,39,1021.6,6.3,716
"1759",44.5,34.1,1027.1,3.9,751
"1760",42.1,37.6,1018,6.7,559
"1761",48.6,42,1008.1,12.3,701
"1762",47.1,41.2,1016.5,3.6,659
"1763",40.3,36.3,1021.1,7,635
"1764",36.5,32.4,1024.1,7.8,578
"1765",33.4,31.7,1012.8,14.7,589
"1766",30.9,23.6,1021.6,8.3,857
"1767",38,31.3,1020.1,9.3,664
"1768",38.8,28.3,1019.7,7.4,721
"1769",47.6,34.7,1013.5,8.8,672
"1770",37.7,25.3,1022.6,8.2,636
"1771",38.6,24.7,1026.1,6.5,661
"1772",28.3,18.7,1030,11.1,663
"1773",23,8.1,1032.2,6.6,680
"1774",33.6,16.8,1018.7,9.4,710
"1775",40.6,30.9,1014.6,6.2,652
"1777",13.4,1.9,1031.6,11.2,547
"1778",15.7,3.7,1025.8,9.1,578
"1779",27.1,19.9,1022,6.3,578
"1780",27.1,20.2,1027.6,5.9,757
"1781",32.8,26.6,1029.4,4.5,664
"1782",32.9,26.6,1019.4,6.2,701
"1783",36.7,33.5,1009.6,4.3,683
"1784",37.2,32,1009.1,3.2,686
"1785",40.8,37.3,1019.2,3.5,729
"1786",46.5,41.9,1012.6,12.7,662
"1787",36,26.8,1019.7,8.2,727
"1788",31,25,1014,4.5,702
"1789",38,30.2,1005.3,7.9,698
"1790",44.5,36.3,1002.4,6.8,694
"1791",41.2,34.3,1007.8,5.8,678
"1792",44.4,39.6,1001.1,16.1,637
"1794",35.7,32.8,1028.6,5.5,649
"1795",37.3,34.2,1013.8,10.4,663
"1796",39.3,37.6,996.4,8,723
"1797",31.7,26.5,1013.4,11.3,709
"1798",32.4,26.2,1011,9.1,690
"1799",36.7,28.1,1004.2,11.4,746
"1800",35.7,27.9,1014.7,5.8,700
"1801",38.5,29.6,1019.7,9.8,736
"1802",30.7,23.8,1028.2,5.3,700
"1803",38.5,30.7,1016.3,10.3,671
"1804",45.8,43.3,1003.1,7.3,705
"1805",22,13.2,1016.1,12.5,675
"1806",17.9,7.4,1029.4,8.6,606
"1807",28,18.2,1027.8,8.3,656
"1808",39.7,27.5,1014.8,6.8,731
"1809",32.8,28,1007.8,5.1,682
"1810",23.5,15.2,1016.7,7.3,655
"1811",26,20.1,1021.5,4.7,624
"1812",24.9,18.7,1020.2,8.4,670
"1813",19.9,7.4,1023.9,9.1,653
"1814",22.9,8.8,1026.2,8.2,683
"1815",29.9,24.6,1029,3.5,726
"1816",37.5,28.5,1027.6,6.9,747
"1817",39.7,30.6,1024.2,7.8,680
"1818",42,31.8,1018.5,7.7,689
"1819",39.8,35,1017.7,5.7,624
"1821",55.6,48,1012.4,10.2,609
"1822",36.9,31.7,1021.5,7.7,693
"1823",34.1,30,1022.9,4.5,639
"1824",51.9,49,1006.1,8.9,689
"1825",38.4,34.7,998.6,12.2,616
"1826",26.3,20.8,1004.8,15.2,549
