crime_date,NUM_CRIMES
2015-05-20,730
2015-05-21,745
2015-05-22,824
2015-05-23,798
2015-05-24,687
2015-05-25,708
2015-05-26,770
2015-05-27,738
2015-05-28,800
2015-05-29,828
2015-05-30,719
2015-05-31,666
2015-06-01,954
2015-06-02,772
2015-06-03,778
2015-06-04,721
2015-06-05,786
2015-06-06,758
2015-06-07,739
2015-06-08,682
2015-06-09,732
2015-06-10,793
2015-06-11,804
2015-06-12,828
2015-06-13,813
2015-06-14,795
2015-06-15,739
2015-06-16,847
2015-06-17,722
2015-06-18,768
2015-06-19,774
2015-06-20,766
2015-06-21,783
2015-06-22,780
2015-06-23,732
2015-06-24,728
2015-06-25,784
2015-06-26,784
2015-06-27,723
2015-06-28,797
2015-06-29,752
2015-06-30,749
2015-07-01,889
2015-07-02,757
2015-07-03,768
2015-07-04,845
2015-07-05,898
2015-07-06,757
2015-07-07,701
2015-07-08,718
2015-07-09,672
2015-07-10,739
2015-07-11,798
2015-07-12,801
2015-07-13,782
2015-07-14,711
2015-07-15,795
2015-07-16,673
2015-07-17,825
2015-07-18,776
2015-07-19,764
2015-07-20,778
2015-07-21,777
2015-07-22,774
2015-07-23,810
2015-07-24,867
2015-07-25,832
2015-07-26,802
2015-07-27,835
2015-07-28,767
2015-07-29,764
2015-07-30,775
2015-07-31,782
2015-08-01,1044
2015-08-02,822
2015-08-03,729
2015-08-04,761
2015-08-05,772
2015-08-06,809
2015-08-07,839
2015-08-08,849
2015-08-09,745
2015-08-10,809
2015-08-11,791
2015-08-12,760
2015-08-13,784
2015-08-14,808
2015-08-15,826
2015-08-16,865
2015-08-17,741
2015-08-18,762
2015-08-19,793
2015-08-20,839
2015-08-21,858
2015-08-22,845
2015-08-23,806
2015-08-24,724
2015-08-25,767
2015-08-26,792
2015-08-27,764
2015-08-28,806
2015-08-29,761
2015-08-30,800
2015-08-31,745
2015-09-01,955
2015-09-02,801
2015-09-03,875
2015-09-04,815
2015-09-05,767
2015-09-06,818
2015-09-07,808
2015-09-08,717
2015-09-09,711
2015-09-10,659
2015-09-11,691
2015-09-12,724
2015-09-13,734
2015-09-14,791
2015-09-15,813
2015-09-16,766
2015-09-17,717
2015-09-18,791
2015-09-19,792
2015-09-20,811
2015-09-21,735
2015-09-22,777
2015-09-23,833
2015-09-24,718
2015-09-25,811
2015-09-26,792
2015-09-27,802
2015-09-28,753
2015-09-29,670
2015-09-30,678
2015-10-01,889
2015-10-02,799
2015-10-03,709
2015-10-04,654
2015-10-05,755
2015-10-06,752
2015-10-07,718
2015-10-08,701
2015-10-09,795
2015-10-10,729
2015-10-11,735
2015-10-12,732
2015-10-13,741
2015-10-14,764
2015-10-15,816
2015-10-16,734
2015-10-17,706
2015-10-18,675
2015-10-19,788
2015-10-20,785
2015-10-21,794
2015-10-22,774
2015-10-23,777
2015-10-24,765
2015-10-25,728
2015-10-26,781
2015-10-27,651
2015-10-28,682
2015-10-29,669
2015-10-30,776
2015-10-31,721
2015-11-01,996
2015-11-02,785
2015-11-03,749
2015-11-04,791
2015-11-05,755
2015-11-06,747
2015-11-07,691
2015-11-08,705
2015-11-09,684
2015-11-10,640
2015-11-11,688
2015-11-12,693
2015-11-13,679
2015-11-14,696
2015-11-15,722
2015-11-16,744
2015-11-17,668
2015-11-18,683
2015-11-19,696
2015-11-20,714
2015-11-21,528
2015-11-22,520
2015-11-23,650
2015-11-24,607
2015-11-25,620
2015-11-26,589
2015-11-27,613
2015-11-28,658
2015-11-29,612
2015-11-30,668
2015-12-01,797
2015-12-02,716
2015-12-03,710
2015-12-04,700
2015-12-05,707
2015-12-06,687
2015-12-07,689
2015-12-08,733
2015-12-09,685
2015-12-10,690
2015-12-11,742
2015-12-12,752
2015-12-13,652
2015-12-14,739
2015-12-15,793
2015-12-16,722
2015-12-17,728
2015-12-18,653
2015-12-19,666
2015-12-20,693
2015-12-21,650
2015-12-22,694
2015-12-23,754
2015-12-24,675
2015-12-25,498
2015-12-26,640
2015-12-27,627
2015-12-28,516
2015-12-29,624
2015-12-30,603
2015-12-31,611
2016-01-01,1173
2016-01-02,576
2016-01-03,618
2016-01-04,626
2016-01-05,627
2016-01-06,628
2016-01-07,707
2016-01-08,743
2016-01-09,650
2016-01-10,597
2016-01-11,513
2016-01-12,548
2016-01-13,654
2016-01-14,734
2016-01-15,734
2016-01-16,652
2016-01-17,537
2016-01-18,515
2016-01-19,610
2016-01-20,619
2016-01-21,634
2016-01-22,701
2016-01-23,722
2016-01-24,675
2016-01-25,744
2016-01-26,640
2016-01-27,669
2016-01-28,751
2016-01-29,746
2016-01-30,743
2016-01-31,665
2016-02-01,853
2016-02-02,614
2016-02-03,682
2016-02-04,670
2016-02-05,660
2016-02-06,695
2016-02-07,617
2016-02-08,570
2016-02-09,545
2016-02-10,565
2016-02-11,582
2016-02-12,647
2016-02-13,597
2016-02-14,514
2016-02-15,553
2016-02-16,625
2016-02-17,641
2016-02-18,681
2016-02-19,775
2016-02-20,702
2016-02-21,707
2016-02-22,639
2016-02-23,630
2016-02-24,578
2016-02-25,699
2016-02-26,740
2016-02-27,692
2016-02-28,624
2016-02-29,646
2016-03-01,817
2016-03-02,608
2016-03-03,617
2016-03-04,704
2016-03-05,700
2016-03-06,714
2016-03-07,795
2016-03-08,723
2016-03-09,679
2016-03-10,716
2016-03-11,733
2016-03-12,746
2016-03-13,628
2016-03-14,684
2016-03-15,713
2016-03-16,745
2016-03-17,738
2016-03-18,791
2016-03-19,699
2016-03-20,685
2016-03-21,699
2016-03-22,722
2016-03-23,686
2016-03-24,677
2016-03-25,717
2016-03-26,735
2016-03-27,631
2016-03-28,741
2016-03-29,739
2016-03-30,716
2016-03-31,754
2016-04-01,826
2016-04-02,651
2016-04-03,706
2016-04-04,660
2016-04-05,677
2016-04-06,660
2016-04-07,742
2016-04-08,626
2016-04-09,689
2016-04-10,704
2016-04-11,676
2016-04-12,701
2016-04-13,715
2016-04-14,691
2016-04-15,811
2016-04-16,734
2016-04-17,708
2016-04-18,738
2016-04-19,703
2016-04-20,690
2016-04-21,714
2016-04-22,731
2016-04-23,694
2016-04-24,756
2016-04-25,758
2016-04-26,693
2016-04-27,661
2016-04-28,731
2016-04-29,719
2016-04-30,605
2016-05-01,820
2016-05-02,757
2016-05-03,735
2016-05-04,682
2016-05-05,701
2016-05-06,794
2016-05-07,742
2016-05-08,729
2016-05-09,732
2016-05-10,713
2016-05-11,758
2016-05-12,690
2016-05-13,808
2016-05-14,723
2016-05-15,739
2016-05-16,782
2016-05-17,692
2016-05-18,801
2016-05-19,764
2016-05-20,805
2016-05-21,792
2016-05-22,750
2016-05-23,782
2016-05-24,803
2016-05-25,721
2016-05-26,767
2016-05-27,800
2016-05-28,791
2016-05-29,798
2016-05-30,820
2016-05-31,756
2016-06-01,937
2016-06-02,800
2016-06-03,822
2016-06-04,827
2016-06-05,777
2016-06-06,792
2016-06-07,754
2016-06-08,744
2016-06-09,727
2016-06-10,765
2016-06-11,816
2016-06-12,852
2016-06-13,794
2016-06-14,835
2016-06-15,790
2016-06-16,821
2016-06-17,830
2016-06-18,763
2016-06-19,811
2016-06-20,857
2016-06-21,825
2016-06-22,749
2016-06-23,801
2016-06-24,807
2016-06-25,813
2016-06-26,775
2016-06-27,771
2016-06-28,767
2016-06-29,804
2016-06-30,847
2016-07-01,962
2016-07-02,756
2016-07-03,782
2016-07-04,848
2016-07-05,895
2016-07-06,742
2016-07-07,790
2016-07-08,790
2016-07-09,729
2016-07-10,760
2016-07-11,701
2016-07-12,780
2016-07-13,726
2016-07-14,769
2016-07-15,846
2016-07-16,780
2016-07-17,789
2016-07-18,799
2016-07-19,791
2016-07-20,825
2016-07-21,785
2016-07-22,792
2016-07-23,814
2016-07-24,790
2016-07-25,827
2016-07-26,877
2016-07-27,795
2016-07-28,774
2016-07-29,802
2016-07-30,927
2016-07-31,813
2016-08-01,882
2016-08-02,793
2016-08-03,772
2016-08-04,793
2016-08-05,862
2016-08-06,828
2016-08-07,838
2016-08-08,804
2016-08-09,725
2016-08-10,722
2016-08-11,852
2016-08-12,746
2016-08-13,827
2016-08-14,843
2016-08-15,843
2016-08-16,816
2016-08-17,862
2016-08-18,767
2016-08-19,793
2016-08-20,844
2016-08-21,786
2016-08-22,728
2016-08-23,753
2016-08-24,823
2016-08-25,770
2016-08-26,803
2016-08-27,819
2016-08-28,805
2016-08-29,884
2016-08-30,755
2016-08-31,780
2016-09-01,1037
2016-09-02,799
2016-09-03,830
2016-09-04,779
2016-09-05,822
2016-09-06,761
2016-09-07,723
2016-09-08,795
2016-09-09,818
2016-09-10,767
2016-09-11,758
2016-09-12,793
2016-09-13,786
2016-09-14,820
2016-09-15,823
2016-09-16,807
2016-09-17,834
2016-09-18,781
2016-09-19,712
2016-09-20,792
2016-09-21,731
2016-09-22,831
2016-09-23,845
2016-09-24,833
2016-09-25,809
2016-09-26,764
2016-09-27,735
2016-09-28,634
2016-09-29,702
2016-09-30,772
2016-10-01,862
2016-10-02,707
2016-10-03,772
2016-10-04,743
2016-10-05,805
2016-10-06,754
2016-10-07,863
2016-10-08,715
2016-10-09,682
2016-10-10,724
2016-10-11,697
2016-10-12,746
2016-10-13,693
2016-10-14,821
2016-10-15,823
2016-10-16,790
2016-10-17,817
2016-10-18,774
2016-10-19,712
2016-10-20,717
2016-10-21,760
2016-10-22,773
2016-10-23,785
2016-10-24,770
2016-10-25,736
2016-10-26,699
2016-10-27,730
2016-10-28,802
2016-10-29,831
2016-10-30,786
2016-10-31,867
2016-11-01,910
2016-11-02,749
2016-11-03,783
2016-11-04,783
2016-11-05,821
2016-11-06,753
2016-11-07,738
2016-11-08,644
2016-11-09,680
2016-11-10,723
2016-11-11,797
2016-11-12,780
2016-11-13,660
2016-11-14,670
2016-11-15,712
2016-11-16,770
2016-11-17,811
2016-11-18,794
2016-11-19,677
2016-11-20,663
2016-11-21,683
2016-11-22,722
2016-11-23,699
2016-11-24,534
2016-11-25,689
2016-11-26,719
2016-11-27,693
2016-11-28,693
2016-11-29,698
2016-11-30,697
2016-12-01,822
2016-12-02,835
2016-12-03,758
2016-12-04,595
2016-12-05,678
2016-12-06,688
2016-12-07,660
2016-12-08,606
2016-12-09,668
2016-12-10,612
2016-12-11,512
2016-12-12,629
2016-12-13,574
2016-12-14,610
2016-12-15,580
2016-12-16,695
2016-12-17,614
2016-12-18,526
2016-12-19,660
2016-12-20,693
2016-12-21,728
2016-12-22,702
2016-12-23,728
2016-12-24,604
2016-12-25,488
2016-12-26,647
2016-12-27,663
2016-12-28,722
2016-12-29,647
2016-12-30,742
2016-12-31,704
2017-01-01,1205
2017-01-02,613
2017-01-03,718
2017-01-04,612
2017-01-05,611
2017-01-06,601
2017-01-07,618
2017-01-08,591
2017-01-09,713
2017-01-10,705
2017-01-11,663
2017-01-12,644
2017-01-13,800
2017-01-14,685
2017-01-15,656
2017-01-16,652
2017-01-17,705
2017-01-18,707
2017-01-19,738
2017-01-20,783
2017-01-21,786
2017-01-22,742
2017-01-23,789
2017-01-24,736
2017-01-25,748
2017-01-26,675
2017-01-27,784
2017-01-28,731
2017-01-29,634
2017-01-30,756
2017-01-31,734
2017-02-01,847
2017-02-02,671
2017-02-03,670
2017-02-04,638
2017-02-05,695
2017-02-06,762
2017-02-07,693
2017-02-08,666
2017-02-09,668
2017-02-10,745
2017-02-11,704
2017-02-12,678
2017-02-13,718
2017-02-14,713
2017-02-15,673
2017-02-16,671
2017-02-17,832
2017-02-18,748
2017-02-19,674
2017-02-20,711
2017-02-21,679
2017-02-22,703
2017-02-23,655
2017-02-24,660
2017-02-25,599
2017-02-26,576
2017-02-27,633
2017-02-28,631
2017-03-01,741
2017-03-02,629
2017-03-03,673
2017-03-04,633
2017-03-05,662
2017-03-06,683
2017-03-07,682
2017-03-08,667
2017-03-09,676
2017-03-10,666
2017-03-11,659
2017-03-12,553
2017-03-13,541
2017-03-14,474
2017-03-15,607
2017-03-16,668
2017-03-17,709
2017-03-18,674
2017-03-19,605
2017-03-20,696
2017-03-21,650
2017-03-22,647
2017-03-23,666
2017-03-24,779
2017-03-25,695
2017-03-26,702
2017-03-27,722
2017-03-28,673
2017-03-29,669
2017-03-30,691
2017-03-31,777
2017-04-01,831
2017-04-02,690
2017-04-03,697
2017-04-04,712
2017-04-05,633
2017-04-06,668
2017-04-07,705
2017-04-08,696
2017-04-09,761
2017-04-10,683
2017-04-11,703
2017-04-12,726
2017-04-13,665
2017-04-14,773
2017-04-15,817
2017-04-16,687
2017-04-17,752
2017-04-18,735
2017-04-19,758
2017-04-20,713
2017-04-21,815
2017-04-22,701
2017-04-23,703
2017-04-24,736
2017-04-25,757
2017-04-26,758
2017-04-27,716
2017-04-28,832
2017-04-29,616
2017-04-30,657
2017-05-01,863
2017-05-02,689
2017-05-03,739
2017-05-04,741
2017-05-05,799
2017-05-06,713
2017-05-07,630
2017-05-08,705
2017-05-09,707
2017-05-10,663
2017-05-11,737
2017-05-12,849
2017-05-13,724
2017-05-14,712
2017-05-15,871
2017-05-16,748
2017-05-17,835
2017-05-18,775
2017-05-19,776
2017-05-20,664
2017-05-21,791
2017-05-22,795
2017-05-23,739
2017-05-24,762
2017-05-25,763
2017-05-26,767
2017-05-27,800
2017-05-28,705
2017-05-29,768
2017-05-30,814
2017-05-31,739
2017-06-01,895
2017-06-02,841
2017-06-03,823
2017-06-04,820
2017-06-05,737
2017-06-06,826
2017-06-07,787
2017-06-08,769
2017-06-09,816
2017-06-10,785
2017-06-11,813
2017-06-12,742
2017-06-13,808
2017-06-14,769
2017-06-15,823
2017-06-16,835
2017-06-17,827
2017-06-18,786
2017-06-19,745
2017-06-20,802
2017-06-21,786
2017-06-22,818
2017-06-23,778
2017-06-24,819
2017-06-25,796
2017-06-26,787
2017-06-27,772
2017-06-28,707
2017-06-29,776
2017-06-30,778
2017-07-01,934
2017-07-02,780
2017-07-03,864
2017-07-04,796
2017-07-05,859
2017-07-06,781
2017-07-07,758
2017-07-08,759
2017-07-09,823
2017-07-10,779
2017-07-11,769
2017-07-12,691
2017-07-13,820
2017-07-14,798
2017-07-15,889
2017-07-16,812
2017-07-17,847
2017-07-18,792
2017-07-19,769
2017-07-20,761
2017-07-21,758
2017-07-22,755
2017-07-23,842
2017-07-24,782
2017-07-25,850
2017-07-26,752
2017-07-27,790
2017-07-28,851
2017-07-29,800
2017-07-30,818
2017-07-31,794
2017-08-01,961
2017-08-02,774
2017-08-03,849
2017-08-04,924
2017-08-05,928
2017-08-06,865
2017-08-07,773
2017-08-08,768
2017-08-09,769
2017-08-10,790
2017-08-11,765
2017-08-12,813
2017-08-13,730
2017-08-14,815
2017-08-15,795
2017-08-16,795
2017-08-17,768
2017-08-18,859
2017-08-19,892
2017-08-20,776
2017-08-21,754
2017-08-22,780
2017-08-23,747
2017-08-24,801
2017-08-25,772
2017-08-26,779
2017-08-27,756
2017-08-28,688
2017-08-29,724
2017-08-30,788
2017-08-31,736
2017-09-01,920
2017-09-02,772
2017-09-03,757
2017-09-04,716
2017-09-05,704
2017-09-06,648
2017-09-07,728
2017-09-08,702
2017-09-09,736
2017-09-10,739
2017-09-11,691
2017-09-12,726
2017-09-13,706
2017-09-14,734
2017-09-15,808
2017-09-16,826
2017-09-17,812
2017-09-18,772
2017-09-19,708
2017-09-20,827
2017-09-21,807
2017-09-22,798
2017-09-23,830
2017-09-24,811
2017-09-25,821
2017-09-26,749
2017-09-27,726
2017-09-28,717
2017-09-29,810
2017-09-30,745
2017-10-01,852
2017-10-02,752
2017-10-03,738
2017-10-04,742
2017-10-05,747
2017-10-06,748
2017-10-07,712
2017-10-08,718
2017-10-09,746
2017-10-10,703
2017-10-11,617
2017-10-12,765
2017-10-13,768
2017-10-14,647
2017-10-15,639
2017-10-16,763
2017-10-17,719
2017-10-18,774
2017-10-19,773
2017-10-20,849
2017-10-21,814
2017-10-22,739
2017-10-23,740
2017-10-24,689
2017-10-25,714
2017-10-26,754
2017-10-27,819
2017-10-28,717
2017-10-29,696
2017-10-30,708
2017-10-31,757
2017-11-01,824
2017-11-02,722
2017-11-03,789
2017-11-04,756
2017-11-05,773
2017-11-06,717
2017-11-07,678
2017-11-08,758
2017-11-09,656
2017-11-10,678
2017-11-11,688
2017-11-12,666
2017-11-13,718
2017-11-14,700
2017-11-15,709
2017-11-16,765
2017-11-17,741
2017-11-18,698
2017-11-19,690
2017-11-20,762
2017-11-21,673
2017-11-22,656
2017-11-23,543
2017-11-24,683
2017-11-25,714
2017-11-26,665
2017-11-27,774
2017-11-28,783
2017-11-29,771
2017-11-30,751
2017-12-01,918
2017-12-02,758
2017-12-03,676
2017-12-04,809
2017-12-05,710
2017-12-06,712
2017-12-07,625
2017-12-08,735
2017-12-09,659
2017-12-10,664
2017-12-11,740
2017-12-12,684
2017-12-13,700
2017-12-14,718
2017-12-15,768
2017-12-16,772
2017-12-17,729
2017-12-18,727
2017-12-19,764
2017-12-20,704
2017-12-21,747
2017-12-22,784
2017-12-23,714
2017-12-24,504
2017-12-25,394
2017-12-26,526
2017-12-27,523
2017-12-28,601
2017-12-29,574
2017-12-30,621
2017-12-31,541
2018-01-01,962
2018-01-02,562
2018-01-03,576
2018-01-04,602
2018-01-05,664
2018-01-06,586
2018-01-07,533
2018-01-08,621
2018-01-09,652
2018-01-10,720
2018-01-11,701
2018-01-12,707
2018-01-13,617
2018-01-14,564
2018-01-15,531
2018-01-16,614
2018-01-17,649
2018-01-18,626
2018-01-19,709
2018-01-20,731
2018-01-21,718
2018-01-22,724
2018-01-23,719
2018-01-24,613
2018-01-25,641
2018-01-26,763
2018-01-27,754
2018-01-28,671
2018-01-29,652
2018-01-30,637
2018-01-31,708
2018-02-01,741
2018-02-02,674
2018-02-03,630
2018-02-04,513
2018-02-05,543
2018-02-06,588
2018-02-07,544
2018-02-08,557
2018-02-09,505
2018-02-10,534
2018-02-11,537
2018-02-12,572
2018-02-13,645
2018-02-14,661
2018-02-15,698
2018-02-16,664
2018-02-17,605
2018-02-18,587
2018-02-19,624
2018-02-20,645
2018-02-21,639
2018-02-22,677
2018-02-23,671
2018-02-24,681
2018-02-25,657
2018-02-26,625
2018-02-27,691
2018-02-28,646
2018-03-01,830
2018-03-02,692
2018-03-03,664
2018-03-04,649
2018-03-05,665
2018-03-06,653
2018-03-07,656
2018-03-08,660
2018-03-09,745
2018-03-10,684
2018-03-11,619
2018-03-12,661
2018-03-13,638
2018-03-14,665
2018-03-15,691
2018-03-16,703
2018-03-17,777
2018-03-18,689
2018-03-19,660
2018-03-20,712
2018-03-21,689
2018-03-22,670
2018-03-23,752
2018-03-24,649
2018-03-25,677
2018-03-26,696
2018-03-27,674
2018-03-28,689
2018-03-29,629
2018-03-30,704
2018-03-31,690
2018-04-01,736
2018-04-02,674
2018-04-03,605
2018-04-04,701
2018-04-05,672
2018-04-06,695
2018-04-07,635
2018-04-08,618
2018-04-09,661
2018-04-10,714
2018-04-11,769
2018-04-12,751
2018-04-13,781
2018-04-14,689
2018-04-15,603
2018-04-16,733
2018-04-17,699
2018-04-18,627
2018-04-19,724
2018-04-20,803
2018-04-21,677
2018-04-22,698
2018-04-23,716
2018-04-24,713
2018-04-25,750
2018-04-26,733
2018-04-27,772
2018-04-28,679
2018-04-29,725
2018-04-30,790
2018-05-01,1011
2018-05-02,789
2018-05-03,742
2018-05-04,814
2018-05-05,853
2018-05-06,716
2018-05-07,805
2018-05-08,805
2018-05-09,792
2018-05-10,779
2018-05-11,729
2018-05-12,699
2018-05-13,690
2018-05-14,788
2018-05-15,743
2018-05-16,759
2018-05-17,795
2018-05-18,800
2018-05-19,759
2018-05-20,764
2018-05-21,714
2018-05-22,797
2018-05-23,781
2018-05-24,820
2018-05-25,805
2018-05-26,854
2018-05-27,882
2018-05-28,888
2018-05-29,875
2018-05-30,847
2018-05-31,841
2018-06-01,1020
2018-06-02,820
2018-06-03,835
2018-06-04,790
2018-06-05,752
2018-06-06,815
2018-06-07,767
2018-06-08,774
2018-06-09,816
2018-06-10,731
2018-06-11,748
2018-06-12,794
2018-06-13,751
2018-06-14,758
2018-06-15,842
2018-06-16,826
2018-06-17,828
2018-06-18,846
2018-06-19,795
2018-06-20,891
2018-06-21,667
2018-06-22,723
2018-06-23,839
2018-06-24,870
2018-06-25,854
2018-06-26,795
2018-06-27,827
2018-06-28,822
2018-06-29,780
2018-06-30,867
2018-07-01,983
2018-07-02,860
2018-07-03,826
2018-07-04,829
2018-07-05,841
2018-07-06,890
2018-07-07,831
2018-07-08,825
2018-07-09,802
2018-07-10,810
2018-07-11,737
2018-07-12,798
2018-07-13,819
2018-07-14,788
2018-07-15,812
2018-07-16,786
2018-07-17,745
2018-07-18,840
2018-07-19,778
2018-07-20,823
2018-07-21,800
2018-07-22,795
2018-07-23,846
2018-07-24,798
2018-07-25,808
2018-07-26,801
2018-07-27,800
2018-07-28,808
2018-07-29,776
2018-07-30,782
2018-07-31,830
2018-08-01,942
2018-08-02,854
2018-08-03,891
2018-08-04,904
2018-08-05,860
2018-08-06,803
2018-08-07,785
2018-08-08,792
2018-08-09,769
2018-08-10,858
2018-08-11,860
2018-08-12,843
2018-08-13,824
2018-08-14,829
2018-08-15,799
2018-08-16,836
2018-08-17,810
2018-08-18,912
2018-08-19,793
2018-08-20,748
2018-08-21,722
2018-08-22,850
2018-08-23,728
2018-08-24,790
2018-08-25,837
2018-08-26,792
2018-08-27,825
2018-08-28,802
2018-08-29,751
2018-08-30,821
2018-08-31,833
2018-09-01,981
2018-09-02,832
2018-09-03,776
2018-09-04,820
2018-09-05,717
2018-09-06,741
2018-09-07,730
2018-09-08,790
2018-09-09,665
2018-09-10,716
2018-09-11,692
2018-09-12,714
2018-09-13,687
2018-09-14,869
2018-09-15,809
2018-09-16,819
2018-09-17,786
2018-09-18,737
2018-09-19,762
2018-09-20,829
2018-09-21,825
2018-09-22,799
2018-09-23,735
2018-09-24,796
2018-09-25,751
2018-09-26,752
2018-09-27,708
2018-09-28,793
2018-09-29,732
2018-09-30,741
2018-10-01,918
2018-10-02,717
2018-10-03,676
2018-10-04,698
2018-10-05,654
2018-10-06,726
2018-10-07,718
2018-10-08,743
2018-10-09,746
2018-10-10,724
2018-10-11,679
2018-10-12,707
2018-10-13,744
2018-10-14,702
2018-10-15,705
2018-10-16,667
2018-10-17,690
2018-10-18,725
2018-10-19,766
2018-10-20,806
2018-10-21,644
2018-10-22,716
2018-10-23,736
2018-10-24,805
2018-10-25,721
2018-10-26,830
2018-10-27,788
2018-10-28,717
2018-10-29,723
2018-10-30,766
2018-10-31,885
2018-11-01,939
2018-11-02,786
2018-11-03,784
2018-11-04,685
2018-11-05,706
2018-11-06,763
2018-11-07,685
2018-11-08,676
2018-11-09,718
2018-11-10,651
2018-11-11,648
2018-11-12,687
2018-11-13,609
2018-11-14,639
2018-11-15,692
2018-11-16,733
2018-11-17,670
2018-11-18,630
2018-11-19,639
2018-11-20,699
2018-11-21,741
2018-11-22,542
2018-11-23,750
2018-11-24,697
2018-11-25,574
2018-11-26,561
2018-11-27,637
2018-11-28,715
2018-11-29,675
2018-11-30,752
2018-12-01,818
2018-12-02,711
2018-12-03,771
2018-12-04,724
2018-12-05,712
2018-12-06,719
2018-12-07,747
2018-12-08,739
2018-12-09,691
2018-12-10,718
2018-12-11,671
2018-12-12,759
2018-12-13,712
2018-12-14,793
2018-12-15,744
2018-12-16,751
2018-12-17,712
2018-12-18,717
2018-12-19,740
2018-12-20,788
2018-12-21,802
2018-12-22,760
2018-12-23,637
2018-12-24,610
2018-12-25,448
2018-12-26,630
2018-12-27,628
2018-12-28,725
2018-12-29,696
2018-12-30,671
2018-12-31,648
2019-01-01,1075
2019-01-02,655
2019-01-03,752
2019-01-04,769
2019-01-05,792
2019-01-06,664
2019-01-07,676
2019-01-08,701
2019-01-09,631
2019-01-10,686
2019-01-11,784
2019-01-12,673
2019-01-13,573
2019-01-14,635
2019-01-15,696
2019-01-16,700
2019-01-17,653
2019-01-18,668
2019-01-19,521
2019-01-20,493
2019-01-21,556
2019-01-22,626
2019-01-23,662
2019-01-24,607
2019-01-25,586
2019-01-26,532
2019-01-27,524
2019-01-28,521
2019-01-29,494
2019-01-30,341
2019-01-31,459
2019-02-01,774
2019-02-02,722
2019-02-03,596
2019-02-04,736
2019-02-05,653
2019-02-06,636
2019-02-07,670
2019-02-08,642
2019-02-09,756
2019-02-10,638
2019-02-11,626
2019-02-12,665
2019-02-13,643
2019-02-14,742
2019-02-15,741
2019-02-16,677
2019-02-17,618
2019-02-18,590
2019-02-19,612
2019-02-20,635
2019-02-21,696
2019-02-22,712
2019-02-23,647
2019-02-24,547
2019-02-25,597
2019-02-26,609
2019-02-27,649
2019-02-28,595
2019-03-01,755
2019-03-02,664
2019-03-03,551
2019-03-04,544
2019-03-05,542
2019-03-06,629
2019-03-07,610
2019-03-08,718
2019-03-09,617
2019-03-10,612
2019-03-11,700
2019-03-12,627
2019-03-13,688
2019-03-14,676
2019-03-15,735
2019-03-16,766
2019-03-17,612
2019-03-18,651
2019-03-19,644
2019-03-20,693
2019-03-21,689
2019-03-22,709
2019-03-23,690
2019-03-24,648
2019-03-25,639
2019-03-26,672
2019-03-27,698
2019-03-28,683
2019-03-29,675
2019-03-30,663
2019-03-31,636
